Timestamp,ElapsedSeconds,Signal,RxRate,TxRate,Channel
2026-03-06T13:04:49.020,0.2,99,1201,1201,36
2026-03-06T13:04:54.188,5.4,99,1081,1201,36
2026-03-06T13:04:59.283,10.5,99,1081,1201,36
2026-03-06T13:05:04.394,15.6,99,1081,1201,36
2026-03-06T13:05:09.569,20.8,99,1201,1134,36
2026-03-06T13:05:14.988,26.2,99,1201,1201,36
2026-03-06T13:05:20.110,31.3,97,1201,1134,36
2026-03-06T13:05:25.291,36.5,97,1201,1134,36
2026-03-06T13:05:30.856,42,97,1201,1134,36
2026-03-06T13:05:36.001,47.2,99,1201,1081,36
2026-03-06T13:05:41.116,52.3,99,1201,1201,36
2026-03-06T13:05:46.217,57.4,99,1201,1201,36
2026-03-06T13:05:51.316,62.5,99,1201,1201,36
2026-03-06T13:05:56.420,67.6,99,1201,1081,36
2026-03-06T13:06:01.507,72.7,99,1201,1201,36
2026-03-06T13:06:06.596,77.8,99,1201,1201,36
2026-03-06T13:06:11.698,82.9,99,1201,1201,36
2026-03-06T13:06:16.787,88,99,1201,1201,36
2026-03-06T13:06:21.880,93.1,99,1201,1201,36
2026-03-06T13:06:26.979,98.2,99,1201,1081,36
2026-03-06T13:06:32.082,103.3,99,1201,1081,36
2026-03-06T13:06:37.175,108.4,99,1201,1201,36
2026-03-06T13:06:42.313,113.5,99,1201,1201,36
2026-03-06T13:06:47.437,118.6,99,1201,1201,36
2026-03-06T13:06:52.541,123.7,99,1201,1201,36
2026-03-06T13:06:57.661,128.9,99,1201,1201,36
