Timestamp,ElapsedSeconds,Signal,RxRate,TxRate,Channel
2026-03-06T12:27:09.571,0.9,99,1201,1201,36
2026-03-06T12:27:14.730,6.1,99,1201,1201,36
2026-03-06T12:27:19.883,11.3,99,1201,1201,36
2026-03-06T12:27:24.983,16.4,97,1201,1134,36
2026-03-06T12:27:30.126,21.5,99,1201,1201,36
2026-03-06T12:27:35.232,26.6,99,1201,1201,36
2026-03-06T12:27:40.332,31.7,99,1201,1201,36
2026-03-06T12:27:45.422,36.8,99,1201,1201,36
2026-03-06T12:27:50.524,41.9,99,1201,1201,36
2026-03-06T12:27:55.610,47,99,1201,1201,36
2026-03-06T12:28:00.696,52.1,99,1201,1201,36
2026-03-06T12:28:05.788,57.2,99,1201,1201,36
2026-03-06T12:28:10.909,62.3,99,1201,1201,36
2026-03-06T12:28:16.003,67.4,99,1201,1201,36
2026-03-06T12:28:21.108,72.5,99,1201,1201,36
2026-03-06T12:28:26.202,77.6,99,1201,1201,36
2026-03-06T12:28:31.299,82.7,99,1201,1201,36
2026-03-06T12:28:36.401,87.8,99,1201,1201,36
2026-03-06T12:28:41.492,92.9,99,1201,1201,36
2026-03-06T12:28:46.623,98,99,1201,1201,36
2026-03-06T12:28:51.748,103.1,99,1201,1201,36
2026-03-06T12:28:56.853,108.2,99,1201,1201,36
2026-03-06T12:29:01.948,113.3,99,1201,1201,36
2026-03-06T12:29:07.048,118.4,99,1201,1201,36
2026-03-06T12:29:12.144,123.5,99,1201,1201,36
2026-03-06T12:29:17.246,128.6,99,1201,1201,36
