Timestamp,ElapsedSeconds,Signal,RxRate,TxRate,Channel
2026-03-06T12:34:40.353,0.2,99,1201,1201,36
2026-03-06T12:34:45.550,5.5,99,1201,1201,36
2026-03-06T12:34:50.730,10.6,99,1201,1201,36
2026-03-06T12:34:56.003,15.9,99,1201,1201,36
2026-03-06T12:35:01.500,21.4,99,1201,1201,36
2026-03-06T12:35:06.599,26.5,99,1201,1201,36
2026-03-06T12:35:11.702,31.6,99,1201,1201,36
2026-03-06T12:35:16.805,36.7,99,1201,1201,36
2026-03-06T12:35:21.898,41.8,99,1201,1201,36
2026-03-06T12:35:26.996,46.9,99,1201,1201,36
2026-03-06T12:35:32.086,52,99,1201,1201,36
2026-03-06T12:35:37.189,57.1,99,1201,1201,36
2026-03-06T12:35:42.278,62.2,99,1201,1201,36
2026-03-06T12:35:47.366,67.3,99,1201,1201,36
2026-03-06T12:35:52.461,72.4,99,1201,1201,36
2026-03-06T12:35:57.568,77.5,99,1201,1201,36
2026-03-06T12:36:02.674,82.6,99,1201,1201,36
2026-03-06T12:36:07.786,87.7,99,1201,1201,36
2026-03-06T12:36:12.895,92.8,99,1201,1201,36
2026-03-06T12:36:17.990,97.9,99,1201,1201,36
2026-03-06T12:36:23.102,103,99,1201,1201,36
2026-03-06T12:36:28.190,108.1,99,1201,1201,36
2026-03-06T12:36:33.293,113.2,99,1201,1201,36
2026-03-06T12:36:38.413,118.3,99,1201,1201,36
2026-03-06T12:36:43.519,123.4,99,1201,1201,36
2026-03-06T12:36:48.617,128.5,99,1201,1201,36
