Timestamp,ElapsedSeconds,Signal,RxRate,TxRate,Channel
2026-03-06T12:30:36.499,0.3,99,1201,1201,36
2026-03-06T12:30:41.863,5.6,99,1201,1201,36
2026-03-06T12:30:46.954,10.7,99,1201,1201,36
2026-03-06T12:30:52.114,15.9,99,1201,1201,36
2026-03-06T12:30:57.518,21.3,97,1201,907,36
2026-03-06T12:31:02.637,26.4,94,1201,907,36
2026-03-06T12:31:07.744,31.5,99,1201,1201,36
2026-03-06T12:31:12.843,36.6,99,1201,1201,36
2026-03-06T12:31:17.937,41.7,99,1201,1201,36
2026-03-06T12:31:23.034,46.8,99,1201,1201,36
2026-03-06T12:31:28.136,51.9,99,1201,1201,36
2026-03-06T12:31:33.239,57,99,1201,1201,36
2026-03-06T12:31:38.340,62.1,99,1201,1201,36
2026-03-06T12:31:43.448,67.2,99,1201,1201,36
2026-03-06T12:31:48.553,72.3,99,1201,1201,36
2026-03-06T12:31:53.658,77.4,99,1201,1201,36
2026-03-06T12:31:58.787,82.6,99,1201,1201,36
2026-03-06T12:32:03.901,87.7,99,1201,1201,36
2026-03-06T12:32:09.004,92.8,99,1201,1201,36
2026-03-06T12:32:14.094,97.9,99,1201,1201,36
2026-03-06T12:32:19.194,103,99,1201,1201,36
2026-03-06T12:32:24.294,108.1,99,1201,1201,36
2026-03-06T12:32:29.393,113.2,99,1201,1201,36
2026-03-06T12:32:34.480,118.3,99,1201,1201,36
2026-03-06T12:32:39.585,123.4,99,1201,1201,36
2026-03-06T12:32:44.705,128.5,99,1201,1201,36
