Timestamp,ElapsedSeconds,BytesTransferred,BytesTotal,PercentComplete,JobState
2026-03-06T12:30:35.738,1,24267440,524288000,4.6,Transferring
2026-03-06T12:30:36.754,2,24267440,524288000,4.6,Transferring
2026-03-06T12:30:37.771,3.1,80174510,524288000,15.3,Transferring
2026-03-06T12:30:38.817,4.1,80174510,524288000,15.3,Transferring
2026-03-06T12:30:39.887,5.1,109198476,524288000,20.8,Transferring
2026-03-06T12:30:40.940,6.2,109198476,524288000,20.8,Transferring
2026-03-06T12:30:41.989,7.3,134403834,524288000,25.6,Transferring
2026-03-06T12:30:43.021,8.3,148122458,524288000,28.3,Transferring
2026-03-06T12:30:44.047,9.3,159157016,524288000,30.4,Transferring
2026-03-06T12:30:45.076,10.4,182469640,524288000,34.8,Transferring
2026-03-06T12:30:46.102,11.4,208947482,524288000,39.9,Transferring
2026-03-06T12:30:47.126,12.4,238041940,524288000,45.4,Transferring
2026-03-06T12:30:48.144,13.4,268088452,524288000,51.1,Transferring
2026-03-06T12:30:49.176,14.5,297369876,524288000,56.7,Transferring
2026-03-06T12:30:50.194,15.5,327502142,524288000,62.5,Transferring
2026-03-06T12:30:51.206,16.5,357115698,524288000,68.1,Transferring
2026-03-06T12:30:52.223,17.5,357115698,524288000,68.1,Transferring
2026-03-06T12:30:53.238,18.5,415114294,524288000,79.2,Transferring
2026-03-06T12:30:54.264,19.5,415114294,524288000,79.2,Transferring
2026-03-06T12:30:55.295,20.6,444846668,524288000,84.8,Transferring
2026-03-06T12:30:56.377,21.6,473388174,524288000,90.3,Transferring
2026-03-06T12:30:57.449,22.7,473388174,524288000,90.3,Transferring
2026-03-06T12:30:58.511,23.8,502195938,524288000,95.8,Transferring
2026-03-06T12:30:59.564,24.8,502195938,524288000,95.8,Transferring
2026-03-06T12:31:00.586,25.9,524288000,524288000,100,Transferring
2026-03-06T12:31:01.609,26.9,524288000,524288000,100,Transferred
